"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID2_CampusesResKey","E525_CampusSuburb","E644_CampusCountryCode","E559_CampusPostcode","Campuses_E609_EffectiveFromDate","Campuses_E610_EffectiveToDate","UID4_CoursesOnCampusResKey","UID5_CoursesResKey","E307_CourseCode","E597_CRICOSCode","E569_CampusOperationType","E570_PrincipalOffshoreDeliveryMode","E571_OffshoreDeliveryCode","E609_EffectiveFromDate","E610_EffectiveToDate"
35,1055,"HEP",2381,"SINGAPORE LIFE",5205,"NULL","01/01/1999","NULL","37253","11016","503403","041667F","02","01","02","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37137","106855","008404","033773D","NULL","NULL","NULL","01/07/2018","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37182","71755","416501","064933C","NULL","NULL","NULL","01/01/2009","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37188","129590","533902","NULL","NULL","NULL","NULL","01/01/2021","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37258","11016","503403","041667F","NULL","NULL","NULL","01/01/2013","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37361","52228","111302","033762G","NULL","NULL","NULL","01/01/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42115","108373","732601","NULL","NULL","NULL","NULL","01/01/2019","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42120","92454","715801","083859F","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42124","46823","913502","058212J","NULL","NULL","NULL","01/01/2017","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","42192","92529","416602","083269F","NULL","NULL","NULL","01/01/2015","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","38410","84284","913801","NULL","NULL","NULL","NULL","01/01/2014","NULL"
35,1055,"HEP",2377,"NORTHAM",1101,"6401","01/01/1999","NULL","37228","12680","9000N3","NULL","NULL","NULL","NULL","01/06/2005","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37147","71765","302403","042568A","NULL","NULL","NULL","01/07/2010","NULL"
35,1055,"HEP",2367,"CRAWLEY",1101,"6009","01/01/1999","NULL","37217","11508","513002","049390K","NULL","NULL","NULL","01/01/2013","NULL"
